Organisation Code,Name,Address,Contact Telephone Number,Number of patients registered at the GP practice,Latitude,Longitude,GP Patient Number Quintile
E86041,Acre Surgery,"Acre Surgery, Neal Close, Acre Way, Northwood, Middlesex, HA6 1TQ",01923 820844,8710,51.604465126591656,-0.4115515749846996,4
E86042,The High Street Practice,"Yiewsley Health Centre, 20 High Street, Yiewsley, Middlesex, UB7 7DP",01895 422292,10761,51.511881,-0.4725379,4
E86605,Ladygate Lane Medical Practice,"22 Ladygate Lane, Ruislip, Middlesex, HA4 7QU",01895 632741,14813,51.58051192462119,-0.4364608404177041,5
E86609,North Hyde Road Surgery,"167 North Hyde Road, Hayes, Middlesex, UB3 4NS",020 85738560,8889,51.49784816632529,-0.4137767594186333,4
E86610,Willow Tree Surgery,"The Willow Tree Surgery, 2 Jollys Lane, Hayes, Middlesex, UB4 9NS",020 88421024,13640,51.52534146722846,-0.3863837265108605,5
E86612,Shakespeare Health Centre,"Elers Road Clinic, Elers Road, Hayes, Middlesex, UB3 1NY",020 37943119,13132,51.49842122647679,-0.4370383755288191,5
E86615,Acrefield Surgery,"700 Field End Road, South Ruislip, Middlesex, HA4 0QR",020 84225900,8974,51.562225318309686,-0.3823085264648732,4
E86618,Carepoint Practice,"Northwood Health Centre, Neal Close, Acre Way, Northwood, Middlesex, HA6 1TQ",01923 820866,6335,51.604465126591656,-0.4115515749846996,3
E86619,Wallasey Medical Centre,"1 Wallasey Crescent, Ickenham, Middlesex, UB10 8SA",01895 674156,4265,51.5669151054317,-0.4520050647771043,2
E86620,West London Medical Centre,"West London Medical Ctr, 20 Pield Heath Road, Hillingdon, Middlesex, UB8 3NG",01895 233881,15126,51.5257651,-0.4534094,5
E86625,Kincora Doctors Surgery,"Kincora, Coldharbour Lane, Hayes, Middlesex, UB3 3HG",0844 4772523,2367,51.51166609121772,-0.412216060763145,1
E86626,Queens Walk Medical Centre,"The Medical Centre, 69 Queens Walk, Ruislip, Middlesex, HA4 0NT",020 88422991,2622,51.56271603956893,-0.3931548353832003,1
E86629,Dr Mlr Siddiqui'S Practice,"21 Walnut Way, South Ruislip, Middlesex, HA4 6TA",020 88454400,9171,51.55201101738436,-0.39941697829071,4
E86632,Acorn Medical Centre,"Acorn Medical Centre, 149 Long Lane, Hillingdon, Middlesex, UB10 9JN",01895 237474,6400,51.54232643610204,-0.4516858731643829,3
E86637,Heathrow Medical Centre,"Heathrow Medical Centre, 1 St.Peter'S Way, Harlington, Middlesex, UB3 5AB",020 87541555,4788,51.493020323603716,-0.4339243058376283,2
E86640,Southcote Clinic,"Southcote Clinic, Southcote Rise, Ruislip, Middlesex, HA4 7LW",01895 679800,5064,51.577768634869116,-0.4333411948036075,2
E87002,Victoria Medical Centre,"Victoria Medical Centre, 29 Upper Tachbrook Street, London, SW1V 1SN",020 78342298,6530,51.49291025076951,-0.1389782343360074,3
E87003,North Kensington Medical Centre,"North Kensington Med Ctre, St.Quintin Avenue, London, W10 6NX",020 89695151,1271,51.51919888048581,-0.2203251717058335,1
E87004,The Redcliffe Surgery,"The Redcliffe Surgery, 10 Redcliffe Street, London, SW10 9DT",020 74602222,2567,51.48625415224102,-0.1888404233609479,1
E87005,Belgravia Surgery,"The Belgravia Surgery, 24-26 Ecclestone Street, Belgravia, London, SW1W 9PY",020 75908000,2220,51.49508897355376,-0.1485864981316134,1
E87006,Little Venice Medical Centre,"Little Venice Medical Ctr, 2 Crompton Street, London, W2 1ND",020 33269301,2760,51.52345612827037,-0.1766387629984817,1
E87007,Westbourne Grove Medical Centre,"241 Westbourne Grove, London, W11 2SE",020 72295800,1913,51.514209601007316,-0.2003857667097106,1
E87008,Paddington Green Health Centre,"Paddington Green Hlth Ctr, 4 Princess Louise Close, London, W2 1LQ",020 78871600,8263,51.520939157164726,-0.1732520883661992,3
E87009,The Garway Medical Practice,"Pickering House, Hallfield Estate, London, W2 6HF",020 76162900,2729,51.515391988846645,-0.1854941686209925,1
E87010,Maida Vale Medical Centre,"Maida Vale Health Centre, 40 Biddulph Mansions, 210 Elgin Avenue, London, W9 1HT",020 72866464,4306,51.5284191232234,-0.1887967258247861,2
E87011,Lisson Grove Health Centre,"Lisson Grove Health Ctr., Gateforth Street, London, NW8 8EG",020 33701940,4079,51.52479235548442,-0.169392492715232,2
E87013,Stanhope Mews Surgery,"7 Stanhope Mews West, London, SW7 5RB",020 78350400,1068,51.49447428078973,-0.1819310746977553,1
E87016,Holland Park Surgery,"Lower Ground Floor, 12 Phillimore Walk, London, W8 7RX",020 72214334,8700,51.501411812245856,-0.1944350804189371,4
E87021,Shirland Medical,"Queens Park Health Centre, Dart Street, London, W10 4LD",020 89692626,3447,51.53059896223841,-0.2076297412690016,1
E87024,The Golborne Medical Centre,"12-16 Golborne Road, London, W10 5PG",020 89692058,5200,51.52394714637538,-0.2067626700418231,2
E87026,Meanwhile Garden Medical Centre,"Meanwhile Garden Med Ctr, Unit 5, 1-31 Elkstone Road, London, W10 5NT",020 89605620,3341,51.522227890959215,-0.2031256149472586,1
E87029,Portland Road Practice,"Portland Road Practice, 16 Portland Road, London, W11 4LA",020 77277711,5848,51.50736632411455,-0.2080189560946531,2
E87034,Pimlico Health At The Marven Surgery,"Marven Medical Centre, 46-50 Lupus Street, Westminster, London, SW1V 3EB",020 78341160,6901,51.488400899999995,-0.13748849999999999,3
E87037,Connaught Square Practice,"41 Connaught Square, London, W2 2HL",020 74024026,1612,51.51397354323081,-0.1642637096910677,1
E87038,Elgin Clinic,"40 Elgin Avenue, London, W9 3QT",020 72860747,11873,51.524802799999996,-0.1985547,5
E87043,Emperor'S Gate Centre For Health,"First Floor, 49 Emperor'S Gate, London, SW7 4HJ",020 72445670,9424,51.49630483203044,-0.1863242873885336,4
E87045,Covent Garden Medical Centre,"Covent Garden Medical Ctr, Eric Knapp, 47 Shorts Gardens, London, WC2H 9AA",020 73797209,6334,51.515562026862646,-0.1237143997197047,3
E87046,The Randolph Surgery,"The Randolph Surgery, 235A Elgin Avenue, London, W9 1NH",020 72662621,14545,51.52985350301782,-0.1868806283900232,5
E87047,Earls Court Medical Centre,"Earls Court Medical Ctr, 248 Earls Court Road, London, SW5 9AD",020 78351455,12919,51.491771899999996,-0.19262220000000002,5
E87048,Rosary Garden Surgery,"45 Rosary Gardens, London, SW7 4NQ",020 73736557,9552,51.4920995948041,-0.1830483255368269,4
E87052,Crompton Medical Centre,"Crompton Medical Centre, 1 Crompton Street, London, W2 1ND",020 77237789,9804,51.52345612827037,-0.1766387629984817,4
E87061,The Pembridge Villas Surgery,"The Surgery, 45A Pembridge Villas, Nottinghill Gate, London, W11 3EP",020 77272222,8525,51.51298975331276,-0.1970758793081931,4
E87063,Kings Road Medical Centre,"Kings Road Medical Centre, 529 Kings Road, Chelsea, London, SW10 0UD",0844 8151870,8854,51.48035505253381,-0.1847680592599515,4
E87065,The Notting Hill Medical Centre,"The Notting Hill Med Ctr, 14 Codrington Mews, London, W11 2EH",020 77275800,8769,51.51485359523952,-0.2072062898740948,4
E87066,Fitzrovia Medical Centre,"Fitzrovia Medical Centre, 31 Fitzroy Square, London, W1T 6EU",020 73875798,6926,51.52242221207349,-0.1405862262779946,3
E87067,Colville Health Centre,"Colville Health Centre, 51 Kensington Park Road, London, W11 1PA",020 77274592,8719,51.51583684169544,-0.2062308564489721,4
E87069,Soho Centre For Health And Care,"Soho Ctr For Hlth & Care, 1St Floor, 30 Soho Square, London, W1D 3QS",020 75346570,4360,51.51452389036539,-0.1319145130601459,2
E87070,Crawford Street Surgery,"The Crawford St Surgery, 95-97 Crawford Street, London, W1H 2HJ",020 77236324,9088,51.5193214086568,-0.1612235527081743,4
E87609,St Johns Wood Medical Practice,"Brampton House, 60 Grove End Road, London, NW8 9NH",020 36579449,4374,51.532937268972645,-0.1743384456849081,2
E87637,Grand Union Health Centre,"209 Harrow Road, London, W2 5EH",020 72861231,8792,51.52031945000001,-0.1913978000000002,4
E87648,Mayfair Medical Centre,"Mayfair Medical Centre, 3-5 Weighhouse Street, London, W1K 5LS",020 74931647,9194,51.51349930360096,-0.1501841933005175,4
E87663,Third Floor Lanark Road Medical Centre,"165 Lanark Road, 3Rd Floor Medical Centre, London, W9 1NZ",020 76248616,3387,51.53041396352208,-0.1857927092500171,1
E87665,The Chelsea Practice,"The Chelsea Practice, The Violet Melchett Clin., Flood Walk, London, SW3 5RR",0844 4778722,9101,51.487046299999996,-0.1662537,4
E87677,Imperial College Health Centre,"Imperial College Hth Ctr, (Southside,Watts Way), 40 Princes Gardens, London, SW7 1LY",020 75846301,8065,51.498654452028035,-0.1720109520624443,3
E87681,Newton Medical Centre,"The Newton Medical Centre, 14-18 Newton Road, London, W2 5LT",020 72294578,7689,51.51628115696639,-0.1918293381350269,3
E87691,Westminster School,"Westminster School, 17 Deans Yard, London, SW1P 3PA",020 75892478,3457,51.498865618179856,-0.1277904177202955,1
E87694,The Royal Mews Surgery,"The Royal Mews Surgery, Buckingham Palace, London, SW1W 0QH",020 79304832,4953,51.49876440515087,-0.1452231374727501,2
E87701,The Abingdon Health Centre,"The Abingdon Health Ctre, 88-92 Earls Court Road, Kensington, London, W8 6EG",020 77958470,4283,51.4962877,-0.197129,2
E87702,The Surgery,"7 Kynance Place, Gloucester Road, London, SW7 4QS",020 75813040,2302,51.497626142355536,-0.1845429949751671,1
E87706,The Foreland Medical Centre,"The Foreland Medical Ctr, 188 Walmer Road, London, W11 4ES",020 77272604,4980,51.51251850948175,-0.2127023450412486,2
E87711,Royal Hospital Chelsea,"Royal Hospital Chelsea, Royal Hospital Road, London, SW3 4SR",020 78815267,6590,51.48739998652522,-0.1573370745336009,3
E87714,Soho Square General Practice,"Soho Square General Pract, Ist Floor,1 Frith Street, London, W1D 3HZ",020 34056570,2455,51.51452389036539,-0.1319145130601459,1
E87715,Scarsdale Medical Centre,"Scarsdale Medical Centre, 2 Scarsdale Place, London, W8 5SX",020 79381887,4043,51.499407299999994,-0.19190020000000002,2
E87720,Kensington Park Medical Centre,"Kensington Park Med/Ctr, 75 Russell Road, London, W14 8HW",020 73716060,5254,51.4973245089126,-0.2087874010172307,2
E87722,Lancaster Gate Medical Centre,"Lancaster Medical Centre, 20-21 Leinster Terrace, London, W2 3ET",020 74799750,3419,51.511753005674564,-0.1833617483311301,1
E87733,The Exmoor Surgery,"The Exmoor Surgery, Exmoor Street, London, W10 6DZ",020 89625166,3385,51.522361987071896,-0.217218001276493,1
E87737,Marylebone Health Centre,"Marylebone Health Centre, 17A Marylebone Road, London, NW1 5LT",020 79356328,3261,51.5228381243478,-0.1515391420577499,1
E87738,Knightsbridge Medical Centre,"Knightsbridge Medical Ctr, 71-75 Pavilion Road, Knightsbridge, London, SW1X 0ET",020 82372600,4233,51.49806966256694,-0.1599178949805584,2
E87739,Millbank Medical Centre,"Millbank Medical Centre, 20 Page Street, London, SW1P 4EN",020 78345502,11257,51.494030071233425,-0.1302314144722499,4
E87740,The Doctor Hickey Surgery,"The Cardinal Hume Centre, 3 Arneway Street, London, SW1P 2BG",020 72228593,8521,51.49574989489851,-0.1315008451039351,4
E87741,Woodfield Road Medical Centre,"The Medical Centre, 7E Woodfield Road, London, W9 3XZ",020 72661449,10802,51.522628905224295,-0.1975707456448891,4
E87742,The Golborne Medical Centre,"The Golborne Medical Cntr, 12-16 Golborne Road, London, W10 5PE",020 89644801,6063,51.524021421568825,-0.2063272925179545,3
E87745,Cavendish Health Centre,"Cavendish Health Centre, 53 New Cavendish Street, London, W1G 9TQ",020 74875244,12141,51.51933063773786,-0.1480920888796291,5
E87746,Brompton Medical Centre,"Brompton Medical Centre, 237 Old Brompton Road, London, SW5 0EA",020 73734102,13555,51.489435353905506,-0.1898667141040723,5
E87750,Earls Court Surgery,"269 Old Brompton Road, Earls Court, London, SW5 9JA",020 73702643,7364,51.48880283762095,-0.1917784711721627,3
E87751,Srikrishnamurthy Harrow Road Surgery,"574 Harrow Road, London, W10 4NJ",020 89605499,10762,51.52656302927309,-0.2067031459285196,4
E87753,Dr Victoria Muir'S Practice,"Belgrave Medical Centre, 13 Pimlico Road, London, SW1W 8NA",020 77305171,7697,51.49076718127693,-0.1508740316823096,3
E87754,Wellington Health Centre,"The Wellington Health Ctr, 16 Wellington Road, St John'S Wood, London, NW8 9SP",020 77223382,8783,51.532274958046415,-0.1712844449401951,4
E87755,Queens Park Health Centre,"Queens Park Health Centre, Dart Street, Kensal Green, London, W10 4LY",020 89649990,6424,51.53091093373208,-0.2058258382468348,3
E87756,Ground Floor Lanark Medical Centre,"The Lanark Medical Centre, Ground Floor, 165 Lanark Road, London, W9 1NZ",020 73281128,5142,51.53041396352208,-0.1857927092500171,2
E87762,The Good Practice,"409 Kings Road, London, SW10 0LR",020 73511766,8462,51.4827866125,-0.17783223125,4
E87768,Kings College Health Centre,"3Rd Floor, Bush House, South East Wing, 300 Strand, London, WC2B 4PJ",020 78482613,11041,51.512741996737006,-0.1179224484223979,4
E87772,Great Chapel Street Medical Centre,"13 Great Chapel Street, Soho, London, W1F 8FL",020 74379360,32085,51.5151727,-0.1342188,5
F82001,Halbutt Street Surgery,"2 Halbutt Street, Dagenham, Essex, RM9 5AS",020 85921544,18922,51.54702059046851,0.1467417179537037,5
F82002,Haiderian Medical Centre,"181 Corbets Tey Road, Upminster, Essex, RM14 2YN",01708 225161,3883,51.54949885685499,0.2472939449517476,1
F82003,Dr M Fateh'S Practice,"2 First Avenue, Dagenham, Essex, RM10 9AT",020 85924082,17519,51.529574178368044,0.1575415512948748,5
F82005,Dr M Goyal'S Practice,"Church Elm Health Centre, Church Elm Lane, Dagenham, Essex, RM10 9RR",020 84653000,2852,51.53999677677135,0.1568352247110287,1
F82006,Cranham Village Surgery,"143 Ingrebourne Gardens, Cranham, Upminster, Essex, RM14 1BJ",01708 228888,3445,51.56261580455785,0.2633935810018896,1
F82007,The Green Wood Practice,"89 Gubbins Lane, Harold Wood, Romford, Essex, RM3 0DR",01708 346666,6395,51.595326197391046,0.2327200376321948,3
F82008,Maylands Healthcare,"Maylands Healthcare, 300 Upper Rainham Road, Hornchurch, Essex, RM12 4EQ",01708 460180,6512,51.5528765,0.1906019,3
F82009,North Street Medical Care,"North Street Medical Care, 274 North Street, Romford, Essex, RM1 4QJ",01708 629733,14999,51.58618009559486,0.1733445525484186,5
F82010,Petersfield Surgery,"Petersfield Surgery, 70 Petersfield Avenue, Harold Hill,Romford, Essex, RM3 9PD",01708 343113,13505,51.60572048734526,0.2327967554692842,5
F82011,St Edwards Medical Centre,"Mawney Medical Centre, 7 St.Edwards Street, Romford, Essex, RM1 3DQ",01708 741096,10646,51.58034082594894,0.18174068592695106,4
F82012,Five Elms Medical Practice,"Five Elms Health Centre, Five Elms Road, Dagenham, Essex, RM9 5TT",020 85171175,8603,51.55331491032925,0.1423498701620623,4
F82013,Western Road Medical Centre,"Western Road Medical Ctr, 99 Western Road, Romford, Essex, RM1 3LS",01708 775300,14189,51.57898373421683,0.1874923790069567,5
F82014,Kucchai,"Harold Hill Health Centre, Gooshays Drive, Harold Hill, Romford, Essex, RM3 9SU",01708 343991,9126,51.606266247447024,0.2248947405595108,4
F82015,Hedgemans Medical Centre,"92 Hedgemans Road, Dagenham, Essex, RM9 6HT",020 85924242,12947,51.53975597362086,0.1432127634052918,5
F82016,Central Park Surgery,"Harold Hill Health Centre, Gooshays Drive, Harold Hill, Romford, Essex, RM3 9SU",01708 331802,7115,51.606266247447024,0.2248947405595108,3
F82017,St Albans Surgery,"Urswick Medical Centre, Urswick Road, Dagenham, Essex, RM9 6EA",020 89844460,14518,51.536725720050036,0.1334653607144525,5
F82018,Barking Medical Group Practice,"Barking Group Practice, 130 Upney Lane, Barking, Essex, IG11 9LT",020 84774317,8231,51.541315127118864,0.0972528440599956,3
F82019,The Upstairs Surgery,"Ashton Gardens, Chadwell Heath, Romford, Essex, RM6 6RT",020 85992435,8650,51.57371554723814,0.1401052245935642,4
F82021,The New Medical Centre,"The New Medical Centre, 264 Brentwood Road, Romford, Essex, RM2 5SU",01708 478800,5130,51.57446584496861,0.2040166499883403,2
F82022,The Rosewood Medical Centre,"The Rosewood Medical Ctr, 30 Astra Close, Elm Park, Hornchurch, Essex, RM12 5NJ",01708 523168,3849,51.5428009950065,0.2010866401583883,1
F82023,High Street Surgery,"219 High Street, Hornchurch, Essex, RM11 3XT",01708 447747,3560,51.561551959153405,0.2235624820364855,1
F82025,Dr Bk Jaiswal'S Practice,"Julia Engwell Health Ctr., Woodward Road, Dagenham, Essex, RM9 4SR",020 85925500,11716,51.53893446013479,0.1255953319787177,5
F82027,Dr P Prasad'S Practice,"Faircross Health Centre, 51 Upney Lane, Barking, Essex, IG11 9LD",020 85943667,6367,51.542861958364256,0.0962423312410587,3
F82028,Wood Lane Surgery,"39 Wood Lane, Elm Park, Hornchurch, Essex, RM12 5HX",01708 450902,8562,51.544581964157935,0.1962323519430151,4
F82030,Lynwood Medical Centre,"Lynwood Medical Centre, 2A-6 Lynwood Drive, Romford, Essex, RM5 3QL",01708 208669,3772,51.60170994560664,0.1641364608278625,1
F82031,Dr Sanomi,"Rush Green Medical Centre, 261 Dagenham Road, Romford, Essex, RM7 0XR",01708 728261,13151,51.560717765630294,0.1759679649060683,5
F82033,Dr Vm Patel,"9 Glanville Drive, Hornchurch, Essex, RM11 3SZ",01708 442117,5233,51.56111180004746,0.2287494867293218,2
F82034,Victoria Medical Centre,"Victoria Medical Centre, 1 Queens Road, Barking, Essex, IG11 8GD",020 84778760,12547,51.54094631809707,0.0762587415223686,5
F82038,Dr Sz Haider'S Practice,"Valence Medical Centre, 561-563 Valence Avenue, Dagenham, Essex, RM8 3RH",020 85929111,15570,51.55307722463017,0.1307120061973893,5
F82039,Dr P & S Poologanathan,"Rush Green Medical Centre, 261 Dagenham Road, Romford, Essex, RM7 0XR",0844 4773288,2032,51.560717765630294,0.1759679649060683,1
F82040,John Smith Medical Centre,"145-207 Bevan Avenue, Barking, Essex, IG11 9LL",020 85949013,10446,51.53889901264049,0.112124788126433,4
F82042,Aurora Medcare,"Thames View Health Centre, Bastable Avenue, Barking, IG11 0LG",020 85073056,9642,51.52783404297502,0.1037085371217914,4
F82045,Chowdhury,"Oak Lodge, 6 Oak Road, Harold Wood, Romford, Essex, RM3 0PT",01708 342139,11712,51.59233660989669,0.2338728201430006,5
F82051,Laburnum Health Centre,"Laburnum Health Centre, George Crouch Centre, Althorne Way, Dagenham, Essex, RM10 7DF",020 85170222,19569,51.560661812962216,0.1512074632716165,5
F82053,Upminster Medical Centre,"224-226 St Mary'S Lane, Upminster, Essex, RM14 3DH",01708 251407,7140,51.55673086165042,0.2547050717174792,3
F82055,Hornchurch Healthcare,"The Surgery, 58B Billet Lane, Hornchurch, Essex, RM11 1XA",01708 440187,5470,51.56688985800682,0.2190178445524807,2
F82604,Marks Gate Health Centre,"Marks Gate Health Centre, Lawn Farm Grove, Chadwell Heath, Romford, Essex, RM6 5LL",020 89180560,10422,51.584643685635136,0.1370388145068776,4
F82607,South Hornchurch Medical Practice,"South Hornchurh Hlth Ctr, 106 South End Road, Rainham, Essex, RM13 7XJ",01708 553120,8998,51.53122646472063,0.191142336940379,4
F82609,Dr Pm Patel,"24 Suttons Avenue, Hornchurch, Essex, RM12 4LF",01708 442711,13515,51.55631875070753,0.2192533870605037,5
F82610,Dr Gupta,"206 Mawney Road, Romford, Essex, RM7 8BU",01708 739379,3899,51.58291388056979,0.1646866385005692,1
F82612,The White House Surgery,"12 Movers Lane, Barking, Essex, IG11 7UN",020 85944042,2091,51.53400429043679,0.0881643963480614,1
F82619,Harlow Road Surgery,"The Surgery, 1 Harlow Road, Rainham, Essex, RM13 7UP",01708 552072,9614,51.53193513391447,0.1864182317850251,4
F82621,Dewey Practice (Dr Christopher),"281 Oxlow Lane, Dagenham, Essex, RM10 7YU",020 85920049,5169,51.551483865305656,0.1588378199788089,2
F82624,Upminster Bridge Surgery,"Upminster Bridge Surgery, 126 Upminster Road, Hornchurch, Essex, RM12 6PL",01708 440642,2468,51.55826550000001,0.23476889999999997,1
F82625,Abbey Medical Centre,"Abbey Medical Centre, 1 Harpour Road, Barking, Essex, IG11 8RJ",020 80908106,3172,51.5422687521537,0.0782135344728247,1
F82627,Rainham Health Centre,"Rainham Health Centre, Upminster Road South, Rainham, Essex, RM13 9AB",01708 796579,2834,51.519362307325935,0.1970449463902807,1
F82630,Chase Cross Medical Centre,"13-15 Chase Cross Road, Collier Row, Romford, Essex, RM5 3PJ",01708 749918,10498,51.6006999,0.1637112999999999,4
F82634,Heathway Medical Centre,"Broad Street Resource Ctr, Moreland Road, Dagenham, Essex, RM10 9HU",020 85921771,3304,51.535032676982325,0.1522437780012391,1
F82638,Modern Medical Centre,"The Surgery, 195 Rush Green Road, Romford, Essex, RM7 0PX",01708 741872,6055,51.565417863764154,0.1775920136940474,3
F82642,Gables Surgery,"The Gables Surgery, Markyate Road, Dagenham, Essex, RM8 2LD",020 36675410,6605,51.54570200985384,0.1178628197541066,3
F82647,Dr R Chibber'S Practice,"7 Salisbury Avenue, Barking, Essex, IG11 9XQ",0844 4778704,5581,51.538809862548504,0.0837444385471294,2
F82648,Ingrebourne Medical Centre,"135 Straight Road, Harold Hill, Romford, Essex, RM3 7JJ",01708 372021,11045,51.6003052357152,0.2105528795578518,4
F82649,Berwick Surgery,"Berwick Surgery, 17 Berwick Road, Rainham, Essex, RM13 9QU",01708 520830,2916,51.5271741340917,0.2139430687573509,1
F82650,Dr Aa Ansari'S Practice,"364-370 Ripple Road, Barking, Essex, IG11 9RS",020 89113777,3473,51.535423670757524,0.0942999711187876,1
F82660,Tulasi Medical Centre,"Tulasi Medical Centre, 10 Bennetts Castle Lane, Dagenham, Essex, RM8 3XU",020 85901773,2162,51.56100480432894,0.1244891354156236,1
F82661,Green Lane Surgery,"872 Green Lane, Dagenham, Essex, RM8 1BX",020 85997151,20538,51.561368729202655,0.1327969561647814,5
F82663,Dr Marks Practice,"107 Brentwood Road, Romford, Essex, RM1 2SB",01708 740244,13711,51.57255257898797,0.1923789023710738,5
F82666,Rahman & Tsoi,"The Surgery, 482 South End Road, Hornchurch, Essex, RM12 5PA",01708 476036,1042,51.547230796581715,0.2040445702793498,1
F82670,Abbamoor Surgery,"Harold Hill Health Centre, Gooshays Drive, Harold Hill, Romford, Essex, RM3 9SU",01708 341188,5619,51.606266247447024,0.2248947405595108,2
F82671,Prasad,"137 Straight Road, Harold Hill, Romford, Essex, RM3 7JJ",01708 343281,2250,51.6003052357152,0.2105528795578518,1
F82674,Cranham Health Centre,"Cranham Health Centre, Avon Road, Upminster, Essex, RM14 1RG",0300 3001863,5032,51.568865248954495,0.2652913660541133,2
F82675,Billet Lane Medical Practice,"Billet Lane Medical Pract, 58B Billet Lane, Hornchurch, Essex, RM11 1XA",01708 442377,16563,51.56688985800682,0.2190178445524807,5
F82677,Dr A Moghal'S Practice,"Becontree Medical Centre, 641-645 Becontree Avenue, Dagenham, Essex, RM8 3HP",0203 7473020,6662,51.55937232557353,0.1410764238157336,3
F82678,Dr Km Alkaisy Practice,"Urswick Medical Centre, Urswick Road, Dagenham, Essex, RM9 6EA",020 89844470,4406,51.536725720050036,0.1334653607144525,2
F82679,Dr Dp Shah'S Practice,"Parkview Medical Centre, 199 Reede Road, Dagenham, Essex, RM10 8EJ",020 85922664,5307,51.545121851101854,0.1600366010107336,2
F82680,Highgrove Surgery,"Barking Community Hosp, Upney Lane, Barking, Essex, IG11 9LX",020 38174117,36846,51.53874010742989,0.0987748567343251,5
F82686,Dr A Patel,"Ashton Gardens, Chadwell Heath, Romford, Essex, RM6 6RT",020 85180580,12812,51.57371554723814,0.1401052245935642,5
F83002,River Place Health Centre,"River Place Health Centre, River Place,Essex Road, London, N1 2DE",020 77042832,8166,51.54051086133815,-0.09658693980576,3
F83003,Park End Surgery,"The Park End Surgery, 3 Park End, (Off South Hill Park), London, NW3 2SE",020 74357282,15801,51.55602628528537,-0.1656725207172726,5
F83004,Archway Medical Centre,"Archway Medical Centre, 652 Holloway Road, London, N19 3NU",020 72720111,17485,51.56240077712214,-0.1257690448967411,5
F83005,Gower Street Practice,"Gower Street Practice, 20 Gower Street, London, WC1E 6DP",020 76367628,5093,51.520374502258434,-0.1300993462922019,2
F83006,Ampthill Practice,"Crowndale Health Centre, 59 Crowndale Road, London, NW1 1TN",020 73837333,5293,51.53448277730151,-0.1378470774061004,2
F83007,Roman Way Medical Centre,"Roman Way Medical Centre, 28 Laycock Street, London, N1 1SW",020 76077502,5753,51.54423507162407,-0.1046479944042519,2
F83008,The Goodinge Group Practice,"Goodinge Health Centre, Goodinge Cl, 20 North Rd, London, N7 9EW",020 76196670,8431,51.54825040349492,-0.1254419783276726,4
F83010,Islington Central Medical Centre,"Islington Central M. Ctr, 28 Laycock Street, London, N1 1SW",020 73590445,3426,51.54423507162407,-0.1046479944042519,1
F83011,Primrose Hill Surgery,"Primrose Hill Surgery, 99 Regents Park Road, London, NW1 8UR",020 77220038,3110,51.5420549,-0.1563298,1
F83012,Elizabeth Avenue Group Practice,"Elizabeth Ave Group Prac., 2 Elizabeth Avenue, Islington, London, N1 3BS",020 72266363,13863,51.53902297180318,-0.0919047515255604,5
F83015,St Johns Way Medical Centre,"St. Johns Way Medical Ctr, 96 St. Johns Way, London, N19 3RN",020 72721585,14336,51.568022288829965,-0.1309200250538993,5
F83017,Hampstead Group Practice,"Hampstead Group Practice, 75 Fleet Road, Hampstead, London, NW3 2QU",020 74354000,10667,51.55333334149843,-0.1616200122589595,4
F83018,Prince Of Wales Group Surgery,"52 Prince Of Wales Road, Camden, London, NW5 3LN",020 72670067,4357,51.54691312656204,-0.1471165505482539,2
F83019,Abbey Medical Centre,"Abbey Medical Centre, 85 Abbey Road, London, NW8 0AG",020 76042455,4882,51.53792143102939,-0.1851318182213689,2
F83020,Adelaide Medical Centre,"Adelaide Medical Centre, 111 Adelaide Road, London, NW3 3RY",020 77224135,10115,51.543523795120834,-0.1611190078363719,4
F83021,Ritchie Street Group Practice,"Ritchie Street Group Prac, 34 Ritchie Street, London, N1 0DG",020 78371663,24361,51.53471709132776,-0.1078254567337148,5
F83022,Caversham Group Practice,"4 Peckwater Street, Kentish Town, London, NW5 2UP",020 74285700,8900,51.550379799999995,-0.1374360832343623,4
F83023,James Wigg Practice,"Kentish Town Health Ctre, 2 Bartholomew Road, London, NW5 2BX",020 74284555,33094,51.546404132421905,-0.1399548177122691,5
F83025,The Regents Park Practice,"Regents Park Medical Ctr., Cumberland Market, London, NW1 3RH",020 73884474,6823,51.529329986686896,-0.1418185885482183,3
F83027,Drs Bowry & Bowry'S Practice,"The Family Practice, 117 Holloway Road, Islington, London, N7 8LT",020 76074322,4350,51.5481698,-0.1072145500000004,2
F83032,St Peter'S Street Medical Practice,"St.Peter'S St Med Pract, 16 1/2 St.Peter'S Street, Islington, London, N1 8JG",020 72889320,4920,51.5356955,-0.10094489999999999,2
F83033,Barnsbury Medical Practice,"Bingfield Primary Care Cr, 8 Bingfield Street, London, N1 0AL",020 77009700,7006,51.539320874379385,-0.119262100428951,3
F83034,New North Health Centre,"New North Health Centre, 287-293 New North Road, London, N1 7AA",020 72269090,2696,51.53753411883688,-0.0915921066872676,1
F83039,The Rise Group Practice,"Hornsey Rise Health Ctr., Hornsey Rise, London, N19 3YU",020 75302484,914,51.571444007628,-0.1250074890680975,1
F83042,Gray'S Inn Road Medical Centre,"Gray'S Inn Road Med Ctr, 77 Gray'S Inn Road, Holborn, London, WC1X 8TS",020 74059360,3562,51.52273435816775,-0.1145110876820243,1
F83043,Ridgmount Practice,"Ridgmount Practice, 8 Ridgmount Street, London, WC1E 7AA",020 73876306,3541,51.520465482297524,-0.1311957150026561,1
